Name;Type;StartPointX;StartPointY;StartDirection;StartRadius;EndRadius;Length;Type
H1;IfcAlignmentHorizontalSegment;276,867419000715;935,549266999587;0,00172462248684613;0;0;229,405681;LINE
H2;IfcAlignmentHorizontalSegment;506,272759001702;935,944904999807;0,00172462964706543;-110;-110;15,594208;CIRCULARARC
H3;IfcAlignmentHorizontalSegment;521,816665999591;934,868200000376;6,14314439461041;0;0;91,725737;LINE
H4;IfcAlignmentHorizontalSegment;612,644434001297;922,064788999967;6,14314439896281;-110;-110;120,80482;CIRCULARARC
H5;IfcAlignmentHorizontalSegment;701,264387000352;849,049537000246;5,04491873079937;0;0;25,538554;LINE
H6;IfcAlignmentHorizontalSegment;709,601071000099;824,909996000119;5,04491876114541;110;110;49,633636;CIRCULARARC
H7;IfcAlignmentHorizontalSegment;735,664969999343;783,164849000052;5,49613363003069;0;0;83,739856;LINE
